,累计收益率,年化收益率,年化波动率,最大回撤,最大回撤持续,夏普比率,索提诺比率,卡玛比率,日胜率,偏度,峰度,样本年数,基准累计收益,超额收益(年化),跟踪误差,信息比率,Beta,Alpha(年化)
0,320.73%,17.00%,22.13%,-37.16%,649天,0.655,0.878,0.457,46.10%,-0.2,2.764,9.2,-4.94%,16.30%,18.50%,0.881,0.654,15.78%
